,Macrophages,Mast,Monocytes,mDCs
4x8,0.006782115,0.92178017,0.009940089,0.06149755
4x9,0.014888362,0.93243253,0.0011252998,0.05155387
4x10,0.015757827,0.9148075,0.0062155537,0.06321917
4x11,0.04569509,0.8885617,0.02251123,0.043231934
4x12,0.010118986,0.9230019,0.010577415,0.05630171
4x13,0.004789523,0.9150771,0.02831509,0.051818274
4x14,0.003600167,0.8941679,0.04351101,0.058720946
4x15,0.0073585343,0.90569687,0.016554633,0.07038991
4x16,0.003124175,0.92361236,0.0073406165,0.0659229
4x17,0.029693764,0.7825984,0.1736217,0.014086127
4x18,0.002926879,0.74402624,0.15448013,0.098566785
4x19,0.01690815,0.6742651,0.083248734,0.22557808
4x20,0.051146787,0.86994696,0.05688153,0.022024753
4x21,0.08914448,0.708445,0.06619402,0.1362165
4x22,0.046502355,0.7720533,0.0067971274,0.17464717
4x23,0.027093189,0.55322814,0.015625607,0.40405306
4x24,0.03478177,0.75363755,0.048066135,0.16351451
4x25,0.046811767,0.618575,0.07324207,0.26137125
4x26,0.024480753,0.5121042,0.0909818,0.37243322
4x27,0.060151793,0.6098029,0.08676465,0.24328071
4x28,0.07345808,0.5902019,0.04059663,0.29574338
4x29,0.12135298,0.47265172,0.013950657,0.39204466
4x30,0.064143054,0.5671993,0.14787878,0.2207789
4x31,0.110242784,0.50495213,0.021550508,0.36325455
4x32,0.084830254,0.3784552,0.20131493,0.33539966
4x33,0.10348583,0.6150225,0.07729431,0.2041974
4x34,0.06637971,0.50340205,0.06470259,0.36551568
4x35,0.06915532,0.51062715,0.08444769,0.33576986
4x36,0.16059981,0.41204327,0.07885708,0.34849986
4x37,0.08495432,0.5706675,0.13407291,0.21030527
4x38,0.058230627,0.7045345,0.04670688,0.19052805
4x39,0.05531127,0.504837,0.058540527,0.38131133
4x40,0.011442223,0.57864136,0.0922889,0.31762752
4x41,0.0685411,0.67504996,0.07395179,0.1824571
4x42,0.13387455,0.4346124,0.114266075,0.31724706
4x43,0.09854841,0.49906093,0.0647653,0.3376254
4x44,0.09112452,0.42281753,0.09312906,0.39292887
4x45,0.10376055,0.5431126,0.09137365,0.26175326
4x46,0.09488449,0.4489693,0.11660237,0.33954385
4x47,0.081265,0.4923541,0.1614989,0.26488203
4x48,0.09503306,0.48725322,0.06895621,0.3487575
4x49,0.17251094,0.5795763,0.17210148,0.07581126
5x0,0.10427491,0.72521883,0.0067648236,0.16374151
5x1,0.04300573,0.73892564,0.05111325,0.16695538
5x2,0.009997882,0.9292258,0.030493392,0.03028292
5x3,0.0718982,0.8906463,0.008849275,0.028606214
5x4,0.0073302537,0.91101784,0.012509318,0.06914265
5x5,0.028123619,0.91580415,0.018009346,0.038062923
5x7,0.026178306,0.8953947,0.018494627,0.059932366
5x8,0.015813671,0.92646694,0.024207171,0.033512168
5x9,0.042349644,0.8968327,0.016504413,0.044313192
5x10,0.010062809,0.91314393,0.017068272,0.05972494
5x11,0.02477934,0.9068674,0.011292157,0.05706117
5x12,0.03147046,0.93784034,0.0059158704,0.02477335
5x13,0.003065068,0.90735507,0.016946465,0.07263337
5x14,0.019452265,0.9228301,0.007317945,0.050399665
5x15,0.007036102,0.89755076,0.024608303,0.070804924
5x16,0.019877123,0.91117287,0.036932744,0.032017246
5x17,0.0033073127,0.90284383,0.016856374,0.07699251
5x18,0.0026487666,0.65933806,0.00869562,0.32931757
5x19,0.02461703,0.77669,0.023873167,0.1748198
5x20,0.07046276,0.6751373,0.16485648,0.08954353
5x21,0.023803707,0.7618693,0.069701664,0.1446253
5x22,0.061029807,0.61958766,0.047816686,0.27156585
5x23,0.034160875,0.5268799,0.042111382,0.39684787
5x24,0.044882454,0.62391865,0.0641414,0.26705745
5x25,0.08020431,0.45712927,0.061122183,0.40154418
5x26,0.056819454,0.46032777,0.20427728,0.27857548
5x27,0.09500154,0.63671434,0.050017,0.21826713
5x28,0.07922411,0.47464037,0.15651241,0.2896231
5x29,0.07876416,0.5434927,0.08059059,0.29715255
5x30,0.106140696,0.5168371,0.057905912,0.31911626
5x31,0.19727905,0.48498002,0.07444046,0.2433005
5x32,0.11630093,0.61156446,0.03731367,0.23482096
5x33,0.1316051,0.54035556,0.09260215,0.23543712
5x34,0.06268384,0.51207435,0.09431796,0.33092383
5x35,0.095838934,0.45769626,0.116476014,0.32998884
5x36,0.1877527,0.5095628,0.07178204,0.2309025
5x37,0.05408948,0.37179467,0.15335791,0.42075792
5x38,0.10465534,0.4669629,0.1631656,0.2652162
5x39,0.068721704,0.5492209,0.1070404,0.27501693
5x40,0.11512015,0.51151043,0.15651044,0.216859
5x41,0.13170487,0.4568725,0.05976777,0.3516549
5x42,0.13199507,0.33821997,0.13600494,0.39378008
5x43,0.114883475,0.38353246,0.149922,0.35166207
5x44,0.10751457,0.4247346,0.050638888,0.41711193
5x45,0.1051777,0.5168775,0.03236938,0.34557545
5x46,0.12289323,0.6419501,0.09934236,0.1358144
5x47,0.12386881,0.48701674,0.115007125,0.27410728
5x48,0.0971935,0.5401259,0.020268837,0.3424117
5x49,0.06552881,0.7370744,0.15182447,0.045572348
6x0,0.004313618,0.7735462,0.17875347,0.043386694
6x1,0.00984193,0.7572979,0.028765906,0.2040942
6x2,0.038095035,0.88895905,0.014274662,0.058671243
6x3,0.050929606,0.8954439,0.002241732,0.051384706
6x4,0.003331951,0.9271345,0.024162756,0.045370784
6x5,0.024305334,0.9374317,0.008399375,0.02986365
6x8,0.011148181,0.941832,0.0017737453,0.045246024
6x9,0.004660048,0.92144114,0.005255604,0.06864329
6x10,0.001580796,0.9123302,0.02311622,0.06297281
6x11,0.0074307886,0.93143195,0.0052286307,0.05590865
6x12,0.04515657,0.85765797,0.068432555,0.02875288
6x13,0.02791792,0.94923013,0.0050236173,0.01782825
6x15,0.012088484,0.9117656,0.029931573,0.04621435
6x16,0.0022450886,0.94637954,0.017876077,0.033499286
6x17,0.020924944,0.9233904,0.006909714,0.048775014
6x19,0.013135373,0.89843416,0.054991536,0.03343895
6x20,0.020093331,0.86924046,0.03090066,0.07976551
6x21,0.023268458,0.6699627,0.20861173,0.0981571
6x22,0.03312118,0.7375648,0.003624946,0.22568904
6x23,0.021424657,0.5132641,0.042905677,0.42240554
6x24,0.09661784,0.6340288,0.11030668,0.15904662
6x25,0.08495863,0.5413551,0.11317272,0.26051354
6x26,0.08881603,0.48029754,0.076727696,0.3541587
6x27,0.09352891,0.48143438,0.08118283,0.3438538
6x28,0.1214253,0.5310324,0.12325593,0.22428636
6x29,0.10242333,0.74842435,0.10432782,0.044824447
6x30,0.15267326,0.4429191,0.07788938,0.3265183
6x31,0.11220047,0.48302203,0.07928088,0.32549652
6x32,0.09746595,0.4203045,0.14373162,0.33849794
6x33,0.08233235,0.46426103,0.101626694,0.35177994
6x34,0.1800167,0.43201756,0.114433944,0.27353176
6x35,0.10611963,0.50698316,0.1105557,0.2763415
6x36,0.04819927,0.6417372,0.025980406,0.28408307
6x37,0.15516286,0.5517344,0.12160928,0.17149344
6x38,0.090546854,0.6272485,0.14484768,0.13735688
6x39,0.06549891,0.5831931,0.15673023,0.19457771
6x40,0.090704866,0.39369294,0.15213335,0.36346883
6x41,0.07034455,0.45126814,0.10435403,0.37403333
6x42,0.10254346,0.3660111,0.102981806,0.42846367
6x43,0.1053356,0.5090646,0.04811052,0.33748922
6x44,0.046766527,0.57860976,0.06368258,0.31094113
6x45,0.14658396,0.44158083,0.08079286,0.33104235
6x46,0.1038374,0.41727972,0.06212666,0.41675627
6x47,0.065101705,0.6119478,0.073563315,0.24938716
6x48,0.099464744,0.6555983,0.10131654,0.14362037
6x49,0.03278719,0.5746345,0.15068048,0.24189782
7x0,0.004555298,0.91770685,0.0042909896,0.07344681
7x1,0.010044143,0.79662645,0.034158707,0.15917075
7x2,0.021569049,0.9414326,0.0033929588,0.033605374
7x5,0.034049667,0.8884685,0.007971575,0.06951032
7x6,0.004071025,0.9255736,0.023146383,0.047208987
7x7,0.020939456,0.91700864,0.034217797,0.027834034
7x8,0.02299358,0.9321088,0.0068779616,0.0380197
7x9,0.021425167,0.93063897,0.008029428,0.03990644
7x10,0.011915506,0.9263121,0.0293042,0.03246825
7x11,0.003206482,0.9400976,0.0114064915,0.045289483
7x13,0.014854208,0.90102,0.012299397,0.07182642
7x14,0.01555295,0.9319429,0.026121933,0.026382213
7x15,0.0030993482,0.9288227,0.00084541086,0.06723258
7x16,0.006717184,0.88883984,0.020864239,0.08357874
7x17,0.019343505,0.89512306,0.040348783,0.045184627
7x18,0.028168915,0.9378306,0.007184727,0.026815701
7x19,0.065777615,0.6555126,0.03404229,0.24466754
7x20,0.012049639,0.85057694,0.012494856,0.1248785
7x21,0.051807914,0.77688944,0.039868593,0.13143408
7x22,0.044577163,0.74008006,0.105157666,0.110185154
7x23,0.063111626,0.679484,0.055516127,0.20188823
7x24,0.063380346,0.6406178,0.13755503,0.15844683
7x25,0.024649007,0.632386,0.048331648,0.2946333
7x26,0.049839944,0.44360918,0.14745554,0.35909542
7x27,0.025747439,0.5402352,0.03135334,0.40266398
7x28,0.11630642,0.3554322,0.2859814,0.24228002
7x29,0.10791299,0.42641813,0.10300418,0.36266467
7x30,0.061630603,0.62729555,0.07874216,0.23233172
7x31,0.04795086,0.5929478,0.16473392,0.19436744
7x32,0.10060887,0.41013065,0.14966825,0.33959225
7x33,0.04323477,0.4075531,0.0923668,0.45684537
7x34,0.024632925,0.4921037,0.17082088,0.31244254
7x35,0.056901474,0.5227583,0.18188442,0.23845573
7x36,0.05685047,0.50339574,0.109710276,0.33004355
7x37,0.078129776,0.5484732,0.116819285,0.25657776
7x38,0.11948453,0.32892975,0.16439669,0.38718903
7x39,0.12791266,0.60255176,0.082250714,0.18728487
7x40,0.14937995,0.42259502,0.24513099,0.18289402
7x41,0.04154823,0.45203105,0.26040557,0.2460152
7x42,0.036793143,0.5344931,0.27531356,0.15340027
7x43,0.046300437,0.5416604,0.11952474,0.29251435
7x44,0.035389155,0.5928472,0.08020489,0.29155868
7x45,0.03579684,0.62466383,0.008908813,0.33063057
7x46,0.116908774,0.37996194,0.06033501,0.44279435
7x47,0.07739439,0.5333847,0.054799706,0.33442122
7x48,0.15525632,0.541118,0.103135474,0.20049015
7x49,0.08616029,0.6688678,0.03520386,0.20976806
8x0,0.01639372,0.9183692,0.0066002314,0.058636915
8x1,0.006849044,0.81807625,0.026157066,0.14891763
8x2,0.02642858,0.9133449,0.02021856,0.040007893
8x3,0.007270484,0.9323765,0.014477182,0.04587584
8x4,0.0103323525,0.9260275,0.010104419,0.053535637
8x5,0.0026874843,0.928578,0.02349883,0.045235608
8x6,0.030824108,0.8956565,0.011419269,0.062100146
8x7,0.0036006195,0.94820875,0.005477948,0.04271264
8x8,0.0097280415,0.9075155,0.0018685941,0.08088784
8x9,0.010959861,0.92683333,0.004153552,0.05805321
8x10,0.0039584273,0.95446855,0.0022238146,0.03934919
8x11,0.020036161,0.8863746,0.01343577,0.080153525
8x12,0.029857334,0.9211031,0.010499157,0.038540374
8x13,0.0059794746,0.9224148,0.007187708,0.064417966
8x14,0.016257443,0.91635925,0.001959187,0.06542405
8x15,0.032555107,0.8900157,0.039910503,0.037518695
8x17,0.0538129,0.90406907,0.009889621,0.032228447
8x18,0.03564046,0.8870373,0.050920166,0.026402067
8x19,0.028827347,0.6779139,0.06251015,0.23074864
8x20,0.046618916,0.90864545,0.018575741,0.02615977
8x21,0.0699939,0.51870626,0.07526425,0.33603552
8x22,0.06369761,0.664614,0.07277565,0.19891281
8x23,0.04206326,0.61325926,0.03354411,0.3111334
8x24,0.15287834,0.6103233,0.15318649,0.08361191
8x25,0.107779026,0.6538556,0.10155776,0.1368076
8x26,0.076526225,0.52884984,0.16382128,0.23080279
8x27,0.10101613,0.55213505,0.07332354,0.2735252
8x28,0.08909329,0.56901854,0.1342852,0.20760298
8x29,0.16766387,0.36766326,0.14314759,0.32152525
8x30,0.04126803,0.4755572,0.06465459,0.41852015
8x31,0.136722,0.52851963,0.19430672,0.1404516
8x32,0.103184946,0.35964283,0.10332961,0.43384266
8x33,0.11202956,0.41189945,0.077347144,0.39872384
8x34,0.1451058,0.32910347,0.14228678,0.383504
8x35,0.07960021,0.554691,0.14779149,0.2179173
8x36,0.101264365,0.5329229,0.1752884,0.19052435
8x37,0.07749652,0.5080873,0.06696216,0.34745407
8x38,0.07849884,0.5540084,0.08244638,0.28504643
8x39,0.047838874,0.5460045,0.21861745,0.18753916
8x40,0.099466026,0.63783723,0.07269671,0.19000001
8x41,0.17019206,0.45694217,0.017050609,0.35581517
8x42,0.11177203,0.3991225,0.09727994,0.39182553
8x43,0.15135,0.5645474,0.058786463,0.22531605
8x44,0.091008745,0.56663066,0.097447194,0.24491341
8x45,0.057099428,0.57852983,0.04493573,0.31943497
8x46,0.098304525,0.46889886,0.11420577,0.3185908
8x47,0.06728476,0.6679868,0.07734322,0.18738525
8x48,0.1829656,0.45707586,0.21143739,0.14852114
8x49,0.062404994,0.5835175,0.060748737,0.29332873
9x0,0.022901628,0.84563935,0.00953778,0.1219212
9x1,0.008274463,0.90663433,0.019552078,0.065539174
9x2,0.0018816988,0.922333,0.026204571,0.049580786
9x3,0.0022545352,0.94516736,0.006263033,0.04631508
9x4,0.016559273,0.9107086,0.012296202,0.06043593
9x5,0.06229128,0.8836772,0.032542635,0.02148884
9x7,0.0066770036,0.93322057,0.003598265,0.056504186
9x8,0.018655848,0.9273829,0.0022683826,0.05169293
9x9,0.04607777,0.8879431,0.01087472,0.05510443
9x10,0.037660386,0.87613636,0.019402776,0.06680047
9x11,0.008252515,0.92141426,0.011358968,0.058974307
9x12,0.012450513,0.9007344,0.035011064,0.051804077
9x14,0.026844816,0.91176724,0.020907328,0.040480588
9x15,0.0033942393,0.9287204,0.02440885,0.04347646
9x17,0.029859446,0.872583,0.042542845,0.055014785
9x18,0.013658066,0.89529085,0.01138483,0.07966617
9x19,0.008362783,0.941255,0.0038853353,0.046496905
9x20,0.039501473,0.8662112,0.049211666,0.04507565
9x21,0.11662537,0.66512036,0.032296546,0.18595771
9x22,0.06940654,0.71118593,0.04548612,0.17392148
9x23,0.13505328,0.639553,0.072657295,0.15273646
9x24,0.0979142,0.44557643,0.11568941,0.34081993
9x25,0.09286418,0.48601222,0.09815301,0.32297063
9x26,0.09761621,0.51126593,0.089770705,0.3013471
9x27,0.05396282,0.6092731,0.09033086,0.24643323
9x28,0.07172165,0.4516898,0.18883242,0.28775617
9x29,0.11203128,0.5689713,0.1165736,0.2024238
9x30,0.055683773,0.5918131,0.0443119,0.30819124
9x31,0.043587483,0.37761223,0.10107925,0.477721
9x32,0.12516081,0.3594305,0.08521496,0.43019375
9x33,0.13120218,0.34737092,0.07552863,0.44589823
9x34,0.18964498,0.40073362,0.14458226,0.26503912
9x35,0.07887117,0.3272139,0.33229047,0.2616245
9x36,0.06406625,0.485359,0.051022403,0.39955232
9x37,0.081675366,0.5491466,0.08640788,0.28277013
9x38,0.10354019,0.39321077,0.16205001,0.34119904
