"","Ductal","Cancer","mDCs","pDCs","Macrophages","Mast","T","Monocytes","coordX","coordY"
"1x44",0.127682261442803,0.120232933878885,0.291124200987931,0.0763989017097077,0.179329049242555,0.0112193366638657,0.111534243332613,0.0824790727416398,1,44
"1x45",0.0637546985757048,0.211794628385188,0.255839054303888,0.114398264513293,0.0885187629729184,0.0692667596234339,0.0946553336215711,0.101772498004003,1,45
"1x46",0.101276039076902,0.257880396087986,0.0263682807519931,0.087158954629949,0.150465734823903,0.0958255419062714,0.00998739030702502,0.27103766241597,1,46
"1x47",0.10852443685231,0.139922186967819,0.177748587860831,0.0632975357111258,0.15788257387069,0.00624597238912421,0.139262307123352,0.207116399224747,1,47
"1x48",0.21499595661756,0.176019923061713,0.0819266456667887,0.142527354392622,0.169158582333509,0.00806559352121379,0.118779426394253,0.0885265180123403,1,48
"1x49",0.0816890146036032,0.294254627359968,0.159369405401081,0.0662526972071401,0.129231464948885,0.107735334693063,0.0969655655023909,0.0645018902838687,1,49
"2x0",0.0143096986741925,0.542086674145286,0.0335948883618876,0.12691437321276,0.137471662687304,0.0107758576059694,0.0727792648963235,0.0620675804162776,2,0
"2x1",0.0576317798668347,0.410863758751615,0.0635159415769437,0.0938077504089456,0.0688363970979411,0.013364908366322,0.227683210471422,0.0642962534599759,2,1
"2x2",0.0783628783491355,0.487598433125117,0.0101574340291339,0.114821327258109,0.0988275258131832,0.0243392860634704,0.0713033882019208,0.11458972715993,2,2
"2x3",0.0733602255923788,0.468420236839562,0.0135384109551773,0.110816797762335,0.0532367503271315,0.0172199562242175,0.22522827333555,0.0381793489636475,2,3
"2x4",0.150434324997866,0.425452283731361,0.0122105370091883,0.124984785869759,0.0925185207326039,0.0226523388596237,0.076207249726364,0.0955399590732347,2,4
"2x5",0.0818822424229872,0.351472620045755,0.0413513895360205,0.0749342590187542,0.153461558574982,0.0156389852519613,0.246254665137914,0.0350042800116262,2,5
"2x6",0.0751161855826561,0.240327296934999,0.15582560339113,0.11337866260682,0.196405786766686,0.0497853651696821,0.0880665978619007,0.0810945016861261,2,6
"2x7",0.055474872357055,0.47329886432689,0.000799973654519855,0.141567890734646,0.0372828468501022,0.0204869934413025,0.198733573376675,0.0723549852588096,2,7
"2x8",0.0474239036206799,0.519008276789627,0.00408551853098128,0.111370090614882,0.0854516262183194,0.0270053187737735,0.0907728420616703,0.114882423390067,2,8
"2x9",0.0509585071929831,0.562434010825742,0.00670525275031913,0.0940865661204048,0.0926850041547026,0.034378725903988,0.0970758185182584,0.0616761145336022,2,9
"2x10",0.0781420744134908,0.466829613465479,0.0185057573530557,0.108580676627655,0.0651582686254218,0.024136505186025,0.165005578178197,0.0736415261506747,2,10
"2x11",0.0754378488490915,0.4899359557191,0.00188811886207457,0.114875761953405,0.0512170172501075,0.0265260822616693,0.151437441087408,0.0886817740171441,2,11
"2x12",0.0203019739481508,0.523244697363886,2.46127908712608e-17,0.0907926875079475,0.0616110818956308,0.021237210589221,0.193400206303234,0.0894121423919307,2,12
"2x13",0.0295623115979449,0.0999985654279145,0.228001170698545,0.0863339147846261,0.240363871625313,0.112056295148659,0.0525869252761809,0.151096945440816,2,13
"2x14",0.0601126953301775,0.480375980291359,0,0.153131751405702,0.0856837148286124,0.0219695730222299,0.123495164884236,0.0752311202376826,2,14
"2x15",0.0698128129214172,0.503982525735529,0.00629809971061938,0.13693018356419,0.0769584094384906,0.026466143679071,0.108177683597865,0.0713741413528175,2,15
"2x16",0.0313596715271489,0.39131247029662,0.143952201230574,0.117101220393936,0.0499836405915856,0.0221736251231971,0.114909343248013,0.129207827588926,2,16
"2x17",0.0454423348458278,0.450427269832262,0.0829572804820684,0.113247266108561,0.0671368359575828,0.0275887655356754,0.174742567064711,0.0384576801733126,2,17
"2x18",0.0171323988016239,0.413109348831044,0.12414344771682,0.116979618454243,0.190163952913216,0.0312063802282487,0.0474103315617389,0.059854521493066,2,18
"2x19",0.148176301068828,0.278104980462402,0.0312199285596107,0.111685959329484,0.157847000807663,0.014923034819137,0.182046074266018,0.0759967206868583,2,19
"2x20",0.0448685691229367,0.403997571944174,0.076529112379474,0.0952609441355929,0.100976166115163,0.0177100436581793,0.165240090180388,0.0954175024640915,2,20
"2x21",0.116002769068768,0.315426125321671,0.081217164564315,0.104717344988336,0.074848108380469,0.100809188253708,0.123177876902248,0.0838014225204851,2,21
"2x22",0.129903428605821,0.322430608397315,0.0230764159084287,0.0717747750895227,0.130264169855855,0.0148788263775677,0.176215060336928,0.131456715428562,2,22
"2x23",0.0923235615070148,0.297789479904176,0.109531326459082,0.115980925947479,0.174936784770897,0.0228197364254533,0.0768828290940382,0.109735355891859,2,23
"2x24",0.0726411445068244,0.372679486731836,0.116948367184919,0.125131033811258,0.0549685698702755,0.0830553190879728,0.0792816320192751,0.0952944467876395,2,24
"2x25",0.0561571599914069,0.287445875873449,0.0997113503158097,0.153360074107236,0.14266318344837,0.0189602302349081,0.189446131163577,0.0522559948652426,2,25
"2x26",0.112194387644574,0.337756612048108,0.115574133002727,0.106305090913841,0.0793934853635426,0.0753171238984412,0.0828610048582409,0.0905981622705259,2,26
"2x27",0.0320034273826187,0.277431046505989,0.0367326744605919,0.0433063083344873,0.204413287970149,0.00995986790008282,0.11426389634195,0.281889491104132,2,27
"2x28",0.059868452941399,0.157711982095704,0.06616636755227,0.0306455720828073,0.230347047044604,0.219399035919623,0.0909503005068991,0.144911241856694,2,28
"2x29",0.148313896765362,0.275232255076848,0.115464660435808,0.133062210762628,0.143632158143201,0.0293791241059835,0.0650727958211174,0.0898428988890519,2,29
"2x30",0.143565105862376,0.247429439975202,0.0195081102441353,0.0654218113412193,0.146178919138301,0.0637558648076606,0.0625009973824541,0.251639751248652,2,30
"2x31",0.0929464945716058,0.218239652923048,0.251697981677898,0.0986358293281499,0.146401707311845,0.0320901986701802,0.0477551848671614,0.112232950650111,2,31
"2x32",0.183578590863512,0.17669272360269,0.0280809061811678,0.094139785437757,0.227001853228598,0.0241359169943728,0.0321505591070062,0.234219664584897,2,32
"2x33",0.0789072633584963,0.225245774640682,0.0580583250825745,0.0695398277973217,0.221359843158066,0.0819396721585858,0.0839838128326837,0.180965480971589,2,33
"2x34",0.111074979057669,0.234433924810924,0.0743886061419636,0.125288188849178,0.21094386578002,0.0534184663936835,0.166674320570193,0.0237776483963697,2,34
"2x35",0.0968735865160663,0.354191457682279,0.137791596529201,0.0999096564750506,0.1118515771131,0.0302589190959037,0.0476735981838205,0.121449608404579,2,35
"2x36",0.0420094456378336,0.134992652245518,0.184417558529586,0.131710644985333,0.200270737281334,0.00508832374981399,0.239624022075189,0.0618866154953925,2,36
"2x37",0.256109040273859,0.207013000718385,0.146804962463731,0.0854402982751391,0.0749689136673843,0.093328123835579,0.0530141900599242,0.0833214707059979,2,37
"2x38",0.107356512952759,0.153603834766397,0.085590805134995,0.0892284633455253,0.317109037640782,0.102475457766312,0.0526994278068873,0.0919364605863428,2,38
"2x39",0.207408506013478,0.149449789597235,0.104731830892876,0.0341428964584587,0.259086731139741,0.0308360576957525,0.104746662117582,0.109597526084878,2,39
"2x40",0.104435111704654,0.159134183048205,0.163668124214017,0.064672145507597,0.258640113767605,0.0170370811614636,0.081915334678011,0.150497905918446,2,40
"2x41",0.193398244605758,0.144762440471801,0.129671445721896,0.0882820307883974,0.228339215406617,0.014611079833722,0.120982333778967,0.0799532093928409,2,41
"2x42",0.128465689685384,0.181431346211555,0.161357130122589,0.0894327030079082,0.142706541463739,0.0614979142136418,0.160135528670473,0.0749731466247096,2,42
"2x43",0.106986496775507,0.127938322599493,0.326054404351905,0.0944105326507864,0.159251044555599,0.0183404120249559,0.0876233112849969,0.0793954757567571,2,43
"2x44",0.233485599829836,0.118871031446749,0.128833349052841,0.117822144061707,0.170791875972584,0.0736989428902927,0.102191338577082,0.0543057181689083,2,44
"2x45",0.173871614649489,0.198323584946992,0.169548864791785,0.0879503531392351,0.167545904662474,0.0300082669430051,0.0230420239880526,0.149709386878967,2,45
"2x46",0.0946842726351954,0.116755492866325,0.216893735918857,0.0956871237583798,0.235687322225391,0.129593034300703,0.0610415313419157,0.0496574869532332,2,46
"2x47",0.0875110546397532,0.0975386144413013,0.272287714323606,0.0745977207948839,0.137945150274093,0.10767549247439,0.116649996336994,0.105794256714978,2,47
"2x48",0.157643176471539,0.168078067591393,0.109318607659931,0.086874687640187,0.226356518635799,0.122587082248256,0.0518211511113187,0.0773207086415761,2,48
"2x49",0.19799144500605,0.153261000029432,0.0185286373771019,0.0635483185081911,0.305937707321578,0.100505439079668,0.0823910232013992,0.0778364294765798,2,49
"3x0",0.0616761585530886,0.448865434776349,2.21512170193925e-118,0.0806921011577763,0.125879223769855,0.0524107284813641,0.146480998021733,0.0839953552398344,3,0
"3x1",0.135449375057108,0.474677718768167,0,0.135489065147584,0.0908530313941132,0.0166787439153695,0.0763122086292973,0.0705398570883615,3,1
"3x2",0.0476880305926996,0.472556581194677,0.00764645031542507,0.133323832946058,0.0585373365488384,0.00943648787224698,0.20590637883092,0.0649049016991346,3,2
"3x3",0.12766692592543,0.464822586741097,0.0338606431379882,0.132319865149882,0.0500820815912214,0.0237093400550613,0.100597651767638,0.0669409056316819,3,3
"3x4",0.0695586561865217,0.499897248086422,0.000897492129090134,0.144281093333968,0.0961235836029325,0.0216666915298531,0.0977300566001253,0.069845178531087,3,4
"3x5",0.0695882507329881,0.531393005798752,0.0159152244345969,0.121740232460212,0.103047047585275,0.0173013107650123,0.0866901517868107,0.0543247764363534,3,5
"3x6",0.0530506898957461,0.543271715970484,0.0111767950518362,0.0871952847419985,0.105911789829952,0.0236100923851742,0.0893209492139211,0.0864626829108876,3,6
"3x7",0.0505810057310634,0.513904264334027,0.024360722537501,0.118073033104246,0.0644271399200767,0.0222063965601593,0.119529628795442,0.086917809017485,3,7
"3x8",0.0274985889561412,0.262150647640188,0.14212910582229,0.071804651772965,0.273762158643109,0.0237425694038431,0.0739078983240077,0.125004379437456,3,8
"3x9",0.121562697803572,0.460954482813646,0.023375407414344,0.141107509780582,0.0583032803957968,0.0249684634414768,0.101560306585041,0.0681678517655403,3,9
"3x10",0.0818468410245227,0.470679248999845,0.00618101952877429,0.125073792542632,0.0490184547864844,0.00760817447116893,0.167520210920798,0.0920722577257745,3,10
"3x11",0.0305986869580165,0.547789049377993,0.00169817065439975,0.124527821687925,0.120636746993583,0.0308761744243454,0.0743942844953439,0.0694790654083931,3,11
"3x12",0.0691523764736791,0.435218326877093,0.00692419209638102,0.0921646341759978,0.154377016446698,0.0294710669553321,0.144849024513615,0.0678433624612046,3,12
"3x13",0.108465531442949,0.501797890157463,0.0211991646073959,0.122233897490189,0.0581963371767971,0.0220370707853603,0.0872841801607757,0.0787859281790702,3,13
"3x14",0.0281351257568461,0.359337823043239,0.164025256314974,0.0969538887709676,0.0888047677083882,0.0228279657237609,0.13636248133993,0.103552691341894,3,14
"3x15",0.0791521848025416,0.507987289838104,0.0140655598857314,0.13553466085128,0.0719493099227525,0.0162748572207719,0.0977496774039732,0.0772864600748451,3,15
"3x16",0.0627822168673539,0.421059896547047,0.0609914587309924,0.154389970914653,0.0581324385796425,0.019886303584744,0.135787610418906,0.0869701043566608,3,16
"3x17",0.0448692586775063,0.557057950352847,0.0236749828567123,0.145849038930542,0.0616013952881316,0.0174308037904867,0.0868330221467696,0.0626835479570044,3,17
"3x18",0.0696483415956073,0.503616870609235,0.0208291946484111,0.081235829071066,0.0925592467295977,0.0217409784466937,0.0585437848073591,0.15182575409203,3,18
"3x19",0.0967830218223403,0.443859340487936,0.0230004394707992,0.103437858030589,0.132109581110677,0.00664474035648535,0.0748286493122372,0.119336369408936,3,19
"3x20",0.0451394892493616,0.369910452354397,0.0453096685998458,0.103116476969836,0.1322853241078,0.0188532661281938,0.0735243716283237,0.211860950962242,3,20
"3x21",0.114942515977395,0.25144573581677,0.144088883454194,0.123800739878877,0.064483061071624,0.143237216456233,0.0945948052158878,0.0634070421290192,3,21
"3x22",0.00635217290935525,0.482846447592202,0.0798252191679192,0.0865578144328652,0.147140306262343,0.0222107176591417,0.0551701206407829,0.119897201335391,3,22
"3x23",0.0671791172452456,0.379025296291226,0.00969640232133884,0.0907782554442488,0.225915159378112,0.0272050850849914,0.13289024002526,0.0673104442095773,3,23
"3x24",0.0741125616592482,0.234147511964978,0.0589914397184491,0.0872466882900295,0.261660084540893,0.0140188339711751,0.218359128547992,0.0514637513072355,3,24
"3x25",0.104858475194006,0.196306948836374,0.241438555705319,0.0866960534507795,0.0971146062499002,0.0998065489843254,0.0880780089975069,0.0857008025817887,3,25
"3x26",0.0834191924739153,0.2387031824026,0.154911034188968,0.124496085824524,0.230396678295987,0.0104218444858262,0.1114092668151,0.0462427155130793,3,26
"3x27",0.101186884478644,0.293904676014789,0.0166869602831977,0.0583182005561082,0.104589235504916,0.0705452759462739,0.089242045680065,0.265526721536006,3,27
"3x28",0.178537678989145,0.233213555707246,0.0429355051800513,0.0822573311293639,0.203279731285429,0.0250571602084698,0.122052525492416,0.112666512007879,3,28
"3x29",0.0667735561280733,0.293508520132601,0.221927345603559,0.0645049480366881,0.072694773262516,0.0238428571757166,0.145953815079199,0.110794184581646,3,29
"3x30",0.105134153675423,0.157392841789624,0.212616873972304,0.0769145386053709,0.228767583110278,0.00584510163952842,0.16554934719548,0.0477795600119907,3,30
